rand,scan,100,5,1200,100,1200
rand,scan,100,10,1200,100,1200
rand,scan,100,15,1199,100,1199
rand,scan,100,20,1190,100,1190
rand,scan,100,25,1176,100,1176
rand,scan,100,30,1159,100,1159
rand,scan,100,35,1132,100,1132
rand,scan,100,40,1090,100,1090
rand,scan,100,45,1041,100,1041
rand,scan,100,50,1007,100,1007
rand,scan,100,55,935,100,935
rand,scan,100,60,879,100,879
rand,scan,100,65,795,100,795
rand,scan,100,70,725,100,725
rand,scan,100,75,669,100,669
rand,scan,100,80,581,99,581
rand,scan,100,85,476,95,476
rand,scan,100,90,397,87,397
rand,scan,100,95,287,63,287
rand,scan,100,100,200,0,200
rand,sort,100,5,2115,752,2115
rand,sort,100,10,1726,645,1726
rand,sort,100,15,1467,563,1467
rand,sort,100,20,1348,530,1348
rand,sort,100,25,1227,482,1227
rand,sort,100,30,1164,466,1164
rand,sort,100,35,1080,432,1080
rand,sort,100,40,987,397,987
rand,sort,100,45,915,373,915
rand,sort,100,50,863,352,863
rand,sort,100,55,814,329,814
rand,sort,100,60,741,295,741
rand,sort,100,65,681,269,681
rand,sort,100,70,604,235,604
rand,sort,100,75,533,194,533
rand,sort,100,80,466,160,466
rand,sort,100,85,417,130,417
rand,sort,100,90,344,91,344
rand,sort,100,95,265,42,265
rand,sort,100,100,200,0,200
rand,focus,100,5,496,198,496
rand,focus,100,10,490,195,490
rand,focus,100,15,486,194,486
rand,focus,100,20,475,188,475
rand,focus,100,25,461,183,461
rand,focus,100,30,433,171,433
rand,focus,100,35,428,169,428
rand,focus,100,40,422,164,422
rand,focus,100,45,404,157,404
rand,focus,100,50,389,144,389
rand,focus,100,55,371,134,371
rand,focus,100,60,346,120,346
rand,focus,100,65,348,121,348
rand,focus,100,70,300,90,300
rand,focus,100,75,283,76,283
rand,focus,100,80,276,67,276
rand,focus,100,85,239,44,239
rand,focus,100,90,237,35,237
rand,focus,100,95,223,21,223
rand,focus,100,100,200,0,200
fifo,scan,100,5,1200,100,1200
fifo,scan,100,10,1200,100,1200
fifo,scan,100,15,1200,100,1200
fifo,scan,100,20,1200,100,1200
fifo,scan,100,25,1200,100,1200
fifo,scan,100,30,1200,100,1200
fifo,scan,100,35,1200,100,1200
fifo,scan,100,40,1200,100,1200
fifo,scan,100,45,1200,100,1200
fifo,scan,100,50,1200,100,1200
fifo,scan,100,55,1200,100,1200
fifo,scan,100,60,1200,100,1200
fifo,scan,100,65,1200,100,1200
fifo,scan,100,70,1200,100,1200
fifo,scan,100,75,1200,100,1200
fifo,scan,100,80,1200,100,1200
fifo,scan,100,85,1200,100,1200
fifo,scan,100,90,1200,100,1200
fifo,scan,100,95,1200,100,1200
fifo,scan,100,100,200,0,200
fifo,sort,100,5,1948,716,1948
fifo,sort,100,10,1612,604,1612
fifo,sort,100,15,1300,500,1300
fifo,sort,100,20,1300,500,1300
fifo,sort,100,25,1100,400,1100
fifo,sort,100,30,1000,400,1000
fifo,sort,100,35,1000,400,1000
fifo,sort,100,40,1000,400,1000
fifo,sort,100,45,1000,400,1000
fifo,sort,100,50,800,300,800
fifo,sort,100,55,700,300,700
fifo,sort,100,60,700,300,700
fifo,sort,100,65,700,300,700
fifo,sort,100,70,700,300,700
fifo,sort,100,75,700,300,700
fifo,sort,100,80,700,300,700
fifo,sort,100,85,700,300,700
fifo,sort,100,90,700,300,700
fifo,sort,100,95,700,300,700
fifo,sort,100,100,200,0,200
fifo,focus,100,5,500,200,500
fifo,focus,100,10,484,192,484
fifo,focus,100,15,480,190,480
fifo,focus,100,20,465,184,465
fifo,focus,100,25,455,179,455
fifo,focus,100,30,445,174,445
fifo,focus,100,35,432,168,432
fifo,focus,100,40,423,165,423
fifo,focus,100,45,398,159,398
fifo,focus,100,50,386,157,386
fifo,focus,100,55,359,152,359
fifo,focus,100,60,345,140,345
fifo,focus,100,65,342,135,342
fifo,focus,100,70,336,130,336
fifo,focus,100,75,335,125,335
fifo,focus,100,80,332,120,332
fifo,focus,100,85,322,115,322
fifo,focus,100,90,315,110,315
fifo,focus,100,95,312,105,312
fifo,focus,100,100,200,0,200
custom,scan,100,5,1200,100,1200
custom,scan,100,10,1200,100,1200
custom,scan,100,15,1200,100,1200
custom,scan,100,20,1200,100,1200
custom,scan,100,25,1200,100,1200
custom,scan,100,30,1200,100,1200
custom,scan,100,35,1200,100,1200
custom,scan,100,40,1200,100,1200
custom,scan,100,45,1200,100,1200
custom,scan,100,50,1200,100,1200
custom,scan,100,55,1200,100,1200
custom,scan,100,60,1195,100,1195
custom,scan,100,65,1188,100,1188
custom,scan,100,70,1177,100,1177
custom,scan,100,75,700,100,700
custom,scan,100,80,690,100,690
custom,scan,100,85,530,100,530
custom,scan,100,90,399,100,399
custom,scan,100,95,311,100,311
custom,scan,100,100,200,0,200
custom,sort,100,5,2087,737,2087
custom,sort,100,10,1473,554,1473
custom,sort,100,15,1328,506,1328
custom,sort,100,20,1324,505,1324
custom,sort,100,25,1104,404,1104
custom,sort,100,30,1003,401,1003
custom,sort,100,35,1006,403,1006
custom,sort,100,40,1003,402,1003
custom,sort,100,45,1000,400,1000
custom,sort,100,50,800,301,800
custom,sort,100,55,705,302,705
custom,sort,100,60,702,301,702
custom,sort,100,65,699,302,699
custom,sort,100,70,695,301,695
custom,sort,100,75,677,293,677
custom,sort,100,80,556,215,556
custom,sort,100,85,443,157,443
custom,sort,100,90,338,88,338
custom,sort,100,95,276,47,276
custom,sort,100,100,200,0,200
custom,focus,100,5,498,199,498
custom,focus,100,10,484,192,484
custom,focus,100,15,474,187,474
custom,focus,100,20,465,184,465
custom,focus,100,25,457,180,457
custom,focus,100,30,445,174,445
custom,focus,100,35,436,170,436
custom,focus,100,40,422,164,422
custom,focus,100,45,401,160,401
custom,focus,100,50,388,157,388
custom,focus,100,55,360,151,360
custom,focus,100,60,351,141,351
custom,focus,100,65,347,136,347
custom,focus,100,70,334,128,334
custom,focus,100,75,323,117,323
custom,focus,100,80,287,79,287
custom,focus,100,85,252,52,252
custom,focus,100,90,243,39,243
custom,focus,100,95,221,21,221
custom,focus,100,100,200,0,200
